T E X A S  E D U C A T I O N  A G E N C Y,,,,,,,
,,,,,,,
PEIMS Student Enrollment Data for 2023-2024,,,,,,,
,,,,,,,
YEAR,REGION,COUNTY NAME,DISTRICT,DISTRICT NAME,CHARTER STATUS,GRADE,ENROLLMENT
2023-2024,1,CAMERON COUNTY,31912,SAN BENITO CISD,TRADITIONAL ISD/CSD,Grade 1,572
2023-2024,1,CAMERON COUNTY,31912,SAN BENITO CISD,TRADITIONAL ISD/CSD,Grade 2,633
2023-2024,1,CAMERON COUNTY,31912,SAN BENITO CISD,TRADITIONAL ISD/CSD,Grade 3,642
2023-2024,1,CAMERON COUNTY,31912,SAN BENITO CISD,TRADITIONAL ISD/CSD,Grade 4,639
2023-2024,1,CAMERON COUNTY,31912,SAN BENITO CISD,TRADITIONAL ISD/CSD,Grade 5,614
2023-2024,1,CAMERON COUNTY,31912,SAN BENITO CISD,TRADITIONAL ISD/CSD,Grade 6,638
2023-2024,1,CAMERON COUNTY,31912,SAN BENITO CISD,TRADITIONAL ISD/CSD,Grade 7,653
2023-2024,1,CAMERON COUNTY,31912,SAN BENITO CISD,TRADITIONAL ISD/CSD,Grade 8,678
2023-2024,1,CAMERON COUNTY,31912,SAN BENITO CISD,TRADITIONAL ISD/CSD,Grade 9,739
2023-2024,1,CAMERON COUNTY,31912,SAN BENITO CISD,TRADITIONAL ISD/CSD,Grade 10,725
2023-2024,1,CAMERON COUNTY,31912,SAN BENITO CISD,TRADITIONAL ISD/CSD,Grade 11,713
2023-2024,1,CAMERON COUNTY,31912,SAN BENITO CISD,TRADITIONAL ISD/CSD,Grade 12,627
2023-2024,2,DUVAL COUNTY,66902,SAN DIEGO ISD,TRADITIONAL ISD/CSD,Early Education,<10
2023-2024,2,DUVAL COUNTY,66902,SAN DIEGO ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,122
2023-2024,2,DUVAL COUNTY,66902,SAN DIEGO ISD,TRADITIONAL ISD/CSD,Kindergarten,84
2023-2024,2,DUVAL COUNTY,66902,SAN DIEGO ISD,TRADITIONAL ISD/CSD,Grade 1,96
2023-2024,2,DUVAL COUNTY,66902,SAN DIEGO ISD,TRADITIONAL ISD/CSD,Grade 2,103
2023-2024,2,DUVAL COUNTY,66902,SAN DIEGO ISD,TRADITIONAL ISD/CSD,Grade 3,114
2023-2024,2,DUVAL COUNTY,66902,SAN DIEGO ISD,TRADITIONAL ISD/CSD,Grade 4,116
2023-2024,2,DUVAL COUNTY,66902,SAN DIEGO ISD,TRADITIONAL ISD/CSD,Grade 5,<90
2023-2024,2,DUVAL COUNTY,66902,SAN DIEGO ISD,TRADITIONAL ISD/CSD,Grade 6,119
2023-2024,2,DUVAL COUNTY,66902,SAN DIEGO ISD,TRADITIONAL ISD/CSD,Grade 7,114
2023-2024,2,DUVAL COUNTY,66902,SAN DIEGO ISD,TRADITIONAL ISD/CSD,Grade 8,105
2023-2024,2,DUVAL COUNTY,66902,SAN DIEGO ISD,TRADITIONAL ISD/CSD,Grade 9,122
2023-2024,2,DUVAL COUNTY,66902,SAN DIEGO ISD,TRADITIONAL ISD/CSD,Grade 10,115
2023-2024,2,DUVAL COUNTY,66902,SAN DIEGO ISD,TRADITIONAL ISD/CSD,Grade 11,111
2023-2024,2,DUVAL COUNTY,66902,SAN DIEGO ISD,TRADITIONAL ISD/CSD,Grade 12,107
2023-2024,19,EL PASO COUNTY,71904,SAN ELIZARIO ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,171
2023-2024,19,EL PASO COUNTY,71904,SAN ELIZARIO ISD,TRADITIONAL ISD/CSD,Kindergarten,188
2023-2024,19,EL PASO COUNTY,71904,SAN ELIZARIO ISD,TRADITIONAL ISD/CSD,Grade 1,202
2023-2024,19,EL PASO COUNTY,71904,SAN ELIZARIO ISD,TRADITIONAL ISD/CSD,Grade 2,213
2023-2024,19,EL PASO COUNTY,71904,SAN ELIZARIO ISD,TRADITIONAL ISD/CSD,Grade 3,206
2023-2024,19,EL PASO COUNTY,71904,SAN ELIZARIO ISD,TRADITIONAL ISD/CSD,Grade 4,201
2023-2024,19,EL PASO COUNTY,71904,SAN ELIZARIO ISD,TRADITIONAL ISD/CSD,Grade 5,194
2023-2024,19,EL PASO COUNTY,71904,SAN ELIZARIO ISD,TRADITIONAL ISD/CSD,Grade 6,198
2023-2024,19,EL PASO COUNTY,71904,SAN ELIZARIO ISD,TRADITIONAL ISD/CSD,Grade 7,201
2023-2024,19,EL PASO COUNTY,71904,SAN ELIZARIO ISD,TRADITIONAL ISD/CSD,Grade 8,217
2023-2024,19,EL PASO COUNTY,71904,SAN ELIZARIO ISD,TRADITIONAL ISD/CSD,Grade 9,322
2023-2024,19,EL PASO COUNTY,71904,SAN ELIZARIO ISD,TRADITIONAL ISD/CSD,Grade 10,252
2023-2024,19,EL PASO COUNTY,71904,SAN ELIZARIO ISD,TRADITIONAL ISD/CSD,Grade 11,237
2023-2024,19,EL PASO COUNTY,71904,SAN ELIZARIO ISD,TRADITIONAL ISD/CSD,Grade 12,207
2023-2024,15,VAL VERDE COUNTY,233901,SAN FELIPE-DEL RIO CISD,TRADITIONAL ISD/CSD,Early Education,44
2023-2024,15,VAL VERDE COUNTY,233901,SAN FELIPE-DEL RIO CISD,TRADITIONAL ISD/CSD,Pre-kindergarten,447
2023-2024,15,VAL VERDE COUNTY,233901,SAN FELIPE-DEL RIO CISD,TRADITIONAL ISD/CSD,Kindergarten,609
2023-2024,15,VAL VERDE COUNTY,233901,SAN FELIPE-DEL RIO CISD,TRADITIONAL ISD/CSD,Grade 1,703
2023-2024,15,VAL VERDE COUNTY,233901,SAN FELIPE-DEL RIO CISD,TRADITIONAL ISD/CSD,Grade 2,792
2023-2024,15,VAL VERDE COUNTY,233901,SAN FELIPE-DEL RIO CISD,TRADITIONAL ISD/CSD,Grade 3,754
2023-2024,15,VAL VERDE COUNTY,233901,SAN FELIPE-DEL RIO CISD,TRADITIONAL ISD/CSD,Grade 4,702
2023-2024,15,VAL VERDE COUNTY,233901,SAN FELIPE-DEL RIO CISD,TRADITIONAL ISD/CSD,Grade 5,696
2023-2024,15,VAL VERDE COUNTY,233901,SAN FELIPE-DEL RIO CISD,TRADITIONAL ISD/CSD,Grade 6,687
2023-2024,15,VAL VERDE COUNTY,233901,SAN FELIPE-DEL RIO CISD,TRADITIONAL ISD/CSD,Grade 7,678
2023-2024,15,VAL VERDE COUNTY,233901,SAN FELIPE-DEL RIO CISD,TRADITIONAL ISD/CSD,Grade 8,779
2023-2024,15,VAL VERDE COUNTY,233901,SAN FELIPE-DEL RIO CISD,TRADITIONAL ISD/CSD,Grade 9,764
2023-2024,15,VAL VERDE COUNTY,233901,SAN FELIPE-DEL RIO CISD,TRADITIONAL ISD/CSD,Grade 10,849
2023-2024,15,VAL VERDE COUNTY,233901,SAN FELIPE-DEL RIO CISD,TRADITIONAL ISD/CSD,Grade 11,731
2023-2024,15,VAL VERDE COUNTY,233901,SAN FELIPE-DEL RIO CISD,TRADITIONAL ISD/CSD,Grade 12,672
2023-2024,1,STARR COUNTY,214902,SAN ISIDRO ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,<10
2023-2024,1,STARR COUNTY,214902,SAN ISIDRO ISD,TRADITIONAL ISD/CSD,Kindergarten,<10
2023-2024,1,STARR COUNTY,214902,SAN ISIDRO ISD,TRADITIONAL ISD/CSD,Grade 1,<10
2023-2024,1,STARR COUNTY,214902,SAN ISIDRO ISD,TRADITIONAL ISD/CSD,Grade 2,10
2023-2024,1,STARR COUNTY,214902,SAN ISIDRO ISD,TRADITIONAL ISD/CSD,Grade 3,<10
2023-2024,1,STARR COUNTY,214902,SAN ISIDRO ISD,TRADITIONAL ISD/CSD,Grade 4,16
2023-2024,1,STARR COUNTY,214902,SAN ISIDRO ISD,TRADITIONAL ISD/CSD,Grade 5,10
2023-2024,1,STARR COUNTY,214902,SAN ISIDRO ISD,TRADITIONAL ISD/CSD,Grade 6,13
2023-2024,1,STARR COUNTY,214902,SAN ISIDRO ISD,TRADITIONAL ISD/CSD,Grade 7,<10
2023-2024,1,STARR COUNTY,214902,SAN ISIDRO ISD,TRADITIONAL ISD/CSD,Grade 8,14
2023-2024,1,STARR COUNTY,214902,SAN ISIDRO ISD,TRADITIONAL ISD/CSD,Grade 9,17
2023-2024,1,STARR COUNTY,214902,SAN ISIDRO ISD,TRADITIONAL ISD/CSD,Grade 10,14
2023-2024,1,STARR COUNTY,214902,SAN ISIDRO ISD,TRADITIONAL ISD/CSD,Grade 11,22
2023-2024,1,STARR COUNTY,214902,SAN ISIDRO ISD,TRADITIONAL ISD/CSD,Grade 12,14
2023-2024,13,HAYS COUNTY,105902,SAN MARCOS CISD,TRADITIONAL ISD/CSD,Early Education,29
2023-2024,13,HAYS COUNTY,105902,SAN MARCOS CISD,TRADITIONAL ISD/CSD,Pre-kindergarten,381
2023-2024,13,HAYS COUNTY,105902,SAN MARCOS CISD,TRADITIONAL ISD/CSD,Kindergarten,570
2023-2024,13,HAYS COUNTY,105902,SAN MARCOS CISD,TRADITIONAL ISD/CSD,Grade 1,636
2023-2024,13,HAYS COUNTY,105902,SAN MARCOS CISD,TRADITIONAL ISD/CSD,Grade 2,602
2023-2024,13,HAYS COUNTY,105902,SAN MARCOS CISD,TRADITIONAL ISD/CSD,Grade 3,632
2023-2024,13,HAYS COUNTY,105902,SAN MARCOS CISD,TRADITIONAL ISD/CSD,Grade 4,591
2023-2024,13,HAYS COUNTY,105902,SAN MARCOS CISD,TRADITIONAL ISD/CSD,Grade 5,601
2023-2024,13,HAYS COUNTY,105902,SAN MARCOS CISD,TRADITIONAL ISD/CSD,Grade 6,563
2023-2024,13,HAYS COUNTY,105902,SAN MARCOS CISD,TRADITIONAL ISD/CSD,Grade 7,552
2023-2024,13,HAYS COUNTY,105902,SAN MARCOS CISD,TRADITIONAL ISD/CSD,Grade 8,660
2023-2024,13,HAYS COUNTY,105902,SAN MARCOS CISD,TRADITIONAL ISD/CSD,Grade 9,793
2023-2024,13,HAYS COUNTY,105902,SAN MARCOS CISD,TRADITIONAL ISD/CSD,Grade 10,649
2023-2024,13,HAYS COUNTY,105902,SAN MARCOS CISD,TRADITIONAL ISD/CSD,Grade 11,546
2023-2024,13,HAYS COUNTY,105902,SAN MARCOS CISD,TRADITIONAL ISD/CSD,Grade 12,506
2023-2024,1,WILLACY COUNTY,245904,SAN PERLITA ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,22
2023-2024,1,WILLACY COUNTY,245904,SAN PERLITA ISD,TRADITIONAL ISD/CSD,Kindergarten,15
2023-2024,1,WILLACY COUNTY,245904,SAN PERLITA ISD,TRADITIONAL ISD/CSD,Grade 1,12
2023-2024,1,WILLACY COUNTY,245904,SAN PERLITA ISD,TRADITIONAL ISD/CSD,Grade 2,13
2023-2024,1,WILLACY COUNTY,245904,SAN PERLITA ISD,TRADITIONAL ISD/CSD,Grade 3,11
2023-2024,1,WILLACY COUNTY,245904,SAN PERLITA ISD,TRADITIONAL ISD/CSD,Grade 4,11
2023-2024,1,WILLACY COUNTY,245904,SAN PERLITA ISD,TRADITIONAL ISD/CSD,Grade 5,16
2023-2024,1,WILLACY COUNTY,245904,SAN PERLITA ISD,TRADITIONAL ISD/CSD,Grade 6,15
2023-2024,1,WILLACY COUNTY,245904,SAN PERLITA ISD,TRADITIONAL ISD/CSD,Grade 7,11
2023-2024,1,WILLACY COUNTY,245904,SAN PERLITA ISD,TRADITIONAL ISD/CSD,Grade 8,20
2023-2024,1,WILLACY COUNTY,245904,SAN PERLITA ISD,TRADITIONAL ISD/CSD,Grade 9,12
2023-2024,1,WILLACY COUNTY,245904,SAN PERLITA ISD,TRADITIONAL ISD/CSD,Grade 10,19
2023-2024,1,WILLACY COUNTY,245904,SAN PERLITA ISD,TRADITIONAL ISD/CSD,Grade 11,19
2023-2024,1,WILLACY COUNTY,245904,SAN PERLITA ISD,TRADITIONAL ISD/CSD,Grade 12,16
2023-2024,15,SAN SABA COUNTY,206901,SAN SABA ISD,TRADITIONAL ISD/CSD,Early Education,<10
2023-2024,15,SAN SABA COUNTY,206901,SAN SABA ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,51
2023-2024,15,SAN SABA COUNTY,206901,SAN SABA ISD,TRADITIONAL ISD/CSD,Kindergarten,61
2023-2024,15,SAN SABA COUNTY,206901,SAN SABA ISD,TRADITIONAL ISD/CSD,Grade 1,49
2023-2024,15,SAN SABA COUNTY,206901,SAN SABA ISD,TRADITIONAL ISD/CSD,Grade 2,58
2023-2024,15,SAN SABA COUNTY,206901,SAN SABA ISD,TRADITIONAL ISD/CSD,Grade 3,44
2023-2024,15,SAN SABA COUNTY,206901,SAN SABA ISD,TRADITIONAL ISD/CSD,Grade 4,48
2023-2024,15,SAN SABA COUNTY,206901,SAN SABA ISD,TRADITIONAL ISD/CSD,Grade 5,55
2023-2024,15,SAN SABA COUNTY,206901,SAN SABA ISD,TRADITIONAL ISD/CSD,Grade 6,65
2023-2024,15,SAN SABA COUNTY,206901,SAN SABA ISD,TRADITIONAL ISD/CSD,Grade 7,47
2023-2024,15,SAN SABA COUNTY,206901,SAN SABA ISD,TRADITIONAL ISD/CSD,Grade 8,46
2023-2024,15,SAN SABA COUNTY,206901,SAN SABA ISD,TRADITIONAL ISD/CSD,Grade 9,64
2023-2024,15,SAN SABA COUNTY,206901,SAN SABA ISD,TRADITIONAL ISD/CSD,Grade 10,56
2023-2024,15,SAN SABA COUNTY,206901,SAN SABA ISD,TRADITIONAL ISD/CSD,Grade 11,57
2023-2024,15,SAN SABA COUNTY,206901,SAN SABA ISD,TRADITIONAL ISD/CSD,Grade 12,<40
2023-2024,18,BREWSTER COUNTY,22903,SAN VICENTE ISD,TRADITIONAL ISD/CSD,Early Education,<10
2023-2024,18,BREWSTER COUNTY,22903,SAN VICENTE ISD,TRADITIONAL ISD/CSD,Kindergarten,<10
2023-2024,18,BREWSTER COUNTY,22903,SAN VICENTE ISD,TRADITIONAL ISD/CSD,Grade 3,<10
2023-2024,18,BREWSTER COUNTY,22903,SAN VICENTE ISD,TRADITIONAL ISD/CSD,Grade 5,<10
2023-2024,18,BREWSTER COUNTY,22903,SAN VICENTE ISD,TRADITIONAL ISD/CSD,Grade 8,<10
2023-2024,17,DAWSON COUNTY,58909,SANDS CISD,TRADITIONAL ISD/CSD,Early Education,<10
2023-2024,17,DAWSON COUNTY,58909,SANDS CISD,TRADITIONAL ISD/CSD,Pre-kindergarten,12
2023-2024,17,DAWSON COUNTY,58909,SANDS CISD,TRADITIONAL ISD/CSD,Kindergarten,16
2023-2024,17,DAWSON COUNTY,58909,SANDS CISD,TRADITIONAL ISD/CSD,Grade 1,17
2023-2024,17,DAWSON COUNTY,58909,SANDS CISD,TRADITIONAL ISD/CSD,Grade 2,15
2023-2024,17,DAWSON COUNTY,58909,SANDS CISD,TRADITIONAL ISD/CSD,Grade 3,18
2023-2024,17,DAWSON COUNTY,58909,SANDS CISD,TRADITIONAL ISD/CSD,Grade 4,18
2023-2024,17,DAWSON COUNTY,58909,SANDS CISD,TRADITIONAL ISD/CSD,Grade 5,19
2023-2024,17,DAWSON COUNTY,58909,SANDS CISD,TRADITIONAL ISD/CSD,Grade 6,25
2023-2024,17,DAWSON COUNTY,58909,SANDS CISD,TRADITIONAL ISD/CSD,Grade 7,19
2023-2024,17,DAWSON COUNTY,58909,SANDS CISD,TRADITIONAL ISD/CSD,Grade 8,27
2023-2024,17,DAWSON COUNTY,58909,SANDS CISD,TRADITIONAL ISD/CSD,Grade 9,<10
2023-2024,17,DAWSON COUNTY,58909,SANDS CISD,TRADITIONAL ISD/CSD,Grade 10,15
2023-2024,17,DAWSON COUNTY,58909,SANDS CISD,TRADITIONAL ISD/CSD,Grade 11,17
2023-2024,17,DAWSON COUNTY,58909,SANDS CISD,TRADITIONAL ISD/CSD,Grade 12,18
2023-2024,16,HUTCHINSON COUNTY,117903,SANFORD-FRITCH ISD,TRADITIONAL ISD/CSD,Early Education,<10
2023-2024,16,HUTCHINSON COUNTY,117903,SANFORD-FRITCH ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,<40
2023-2024,16,HUTCHINSON COUNTY,117903,SANFORD-FRITCH ISD,TRADITIONAL ISD/CSD,Kindergarten,44
2023-2024,16,HUTCHINSON COUNTY,117903,SANFORD-FRITCH ISD,TRADITIONAL ISD/CSD,Grade 1,44
2023-2024,16,HUTCHINSON COUNTY,117903,SANFORD-FRITCH ISD,TRADITIONAL ISD/CSD,Grade 2,46
2023-2024,16,HUTCHINSON COUNTY,117903,SANFORD-FRITCH ISD,TRADITIONAL ISD/CSD,Grade 3,51
2023-2024,16,HUTCHINSON COUNTY,117903,SANFORD-FRITCH ISD,TRADITIONAL ISD/CSD,Grade 4,45
2023-2024,16,HUTCHINSON COUNTY,117903,SANFORD-FRITCH ISD,TRADITIONAL ISD/CSD,Grade 5,60
2023-2024,16,HUTCHINSON COUNTY,117903,SANFORD-FRITCH ISD,TRADITIONAL ISD/CSD,Grade 6,54
2023-2024,16,HUTCHINSON COUNTY,117903,SANFORD-FRITCH ISD,TRADITIONAL ISD/CSD,Grade 7,45
2023-2024,16,HUTCHINSON COUNTY,117903,SANFORD-FRITCH ISD,TRADITIONAL ISD/CSD,Grade 8,60
2023-2024,16,HUTCHINSON COUNTY,117903,SANFORD-FRITCH ISD,TRADITIONAL ISD/CSD,Grade 9,73
2023-2024,16,HUTCHINSON COUNTY,117903,SANFORD-FRITCH ISD,TRADITIONAL ISD/CSD,Grade 10,59
2023-2024,16,HUTCHINSON COUNTY,117903,SANFORD-FRITCH ISD,TRADITIONAL ISD/CSD,Grade 11,56
2023-2024,16,HUTCHINSON COUNTY,117903,SANFORD-FRITCH ISD,TRADITIONAL ISD/CSD,Grade 12,48
2023-2024,11,DENTON COUNTY,61908,SANGER ISD,TRADITIONAL ISD/CSD,Early Education,22
2023-2024,11,DENTON COUNTY,61908,SANGER ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,88
2023-2024,11,DENTON COUNTY,61908,SANGER ISD,TRADITIONAL ISD/CSD,Kindergarten,199
2023-2024,11,DENTON COUNTY,61908,SANGER ISD,TRADITIONAL ISD/CSD,Grade 1,206
2023-2024,11,DENTON COUNTY,61908,SANGER ISD,TRADITIONAL ISD/CSD,Grade 2,211
2023-2024,11,DENTON COUNTY,61908,SANGER ISD,TRADITIONAL ISD/CSD,Grade 3,207
2023-2024,11,DENTON COUNTY,61908,SANGER ISD,TRADITIONAL ISD/CSD,Grade 4,237
2023-2024,11,DENTON COUNTY,61908,SANGER ISD,TRADITIONAL ISD/CSD,Grade 5,198
2023-2024,11,DENTON COUNTY,61908,SANGER ISD,TRADITIONAL ISD/CSD,Grade 6,191
2023-2024,11,DENTON COUNTY,61908,SANGER ISD,TRADITIONAL ISD/CSD,Grade 7,217
2023-2024,11,DENTON COUNTY,61908,SANGER ISD,TRADITIONAL ISD/CSD,Grade 8,186
2023-2024,11,DENTON COUNTY,61908,SANGER ISD,TRADITIONAL ISD/CSD,Grade 9,226
2023-2024,11,DENTON COUNTY,61908,SANGER ISD,TRADITIONAL ISD/CSD,Grade 10,245
2023-2024,11,DENTON COUNTY,61908,SANGER ISD,TRADITIONAL ISD/CSD,Grade 11,204
2023-2024,11,DENTON COUNTY,61908,SANGER ISD,TRADITIONAL ISD/CSD,Grade 12,173
2023-2024,15,COLEMAN COUNTY,42903,SANTA ANNA ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,21
2023-2024,15,COLEMAN COUNTY,42903,SANTA ANNA ISD,TRADITIONAL ISD/CSD,Kindergarten,16
2023-2024,15,COLEMAN COUNTY,42903,SANTA ANNA ISD,TRADITIONAL ISD/CSD,Grade 1,17
2023-2024,15,COLEMAN COUNTY,42903,SANTA ANNA ISD,TRADITIONAL ISD/CSD,Grade 2,16
2023-2024,15,COLEMAN COUNTY,42903,SANTA ANNA ISD,TRADITIONAL ISD/CSD,Grade 3,16
2023-2024,15,COLEMAN COUNTY,42903,SANTA ANNA ISD,TRADITIONAL ISD/CSD,Grade 4,21
2023-2024,15,COLEMAN COUNTY,42903,SANTA ANNA ISD,TRADITIONAL ISD/CSD,Grade 5,17
2023-2024,15,COLEMAN COUNTY,42903,SANTA ANNA ISD,TRADITIONAL ISD/CSD,Grade 6,22
2023-2024,15,COLEMAN COUNTY,42903,SANTA ANNA ISD,TRADITIONAL ISD/CSD,Grade 7,22
2023-2024,15,COLEMAN COUNTY,42903,SANTA ANNA ISD,TRADITIONAL ISD/CSD,Grade 8,15
2023-2024,15,COLEMAN COUNTY,42903,SANTA ANNA ISD,TRADITIONAL ISD/CSD,Grade 9,14
2023-2024,15,COLEMAN COUNTY,42903,SANTA ANNA ISD,TRADITIONAL ISD/CSD,Grade 10,16
2023-2024,15,COLEMAN COUNTY,42903,SANTA ANNA ISD,TRADITIONAL ISD/CSD,Grade 11,23
2023-2024,15,COLEMAN COUNTY,42903,SANTA ANNA ISD,TRADITIONAL ISD/CSD,Grade 12,17
2023-2024,4,GALVESTON COUNTY,84909,SANTA FE ISD,TRADITIONAL ISD/CSD,Early Education,45
2023-2024,4,GALVESTON COUNTY,84909,SANTA FE ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,79
2023-2024,4,GALVESTON COUNTY,84909,SANTA FE ISD,TRADITIONAL ISD/CSD,Kindergarten,270
2023-2024,4,GALVESTON COUNTY,84909,SANTA FE ISD,TRADITIONAL ISD/CSD,Grade 1,302
2023-2024,4,GALVESTON COUNTY,84909,SANTA FE ISD,TRADITIONAL ISD/CSD,Grade 2,325
2023-2024,4,GALVESTON COUNTY,84909,SANTA FE ISD,TRADITIONAL ISD/CSD,Grade 3,310
2023-2024,4,GALVESTON COUNTY,84909,SANTA FE ISD,TRADITIONAL ISD/CSD,Grade 4,347
2023-2024,4,GALVESTON COUNTY,84909,SANTA FE ISD,TRADITIONAL ISD/CSD,Grade 5,321
2023-2024,4,GALVESTON COUNTY,84909,SANTA FE ISD,TRADITIONAL ISD/CSD,Grade 6,330
2023-2024,4,GALVESTON COUNTY,84909,SANTA FE ISD,TRADITIONAL ISD/CSD,Grade 7,353
2023-2024,4,GALVESTON COUNTY,84909,SANTA FE ISD,TRADITIONAL ISD/CSD,Grade 8,332
2023-2024,4,GALVESTON COUNTY,84909,SANTA FE ISD,TRADITIONAL ISD/CSD,Grade 9,346
2023-2024,4,GALVESTON COUNTY,84909,SANTA FE ISD,TRADITIONAL ISD/CSD,Grade 10,346
2023-2024,4,GALVESTON COUNTY,84909,SANTA FE ISD,TRADITIONAL ISD/CSD,Grade 11,344
2023-2024,4,GALVESTON COUNTY,84909,SANTA FE ISD,TRADITIONAL ISD/CSD,Grade 12,347
2023-2024,2,KLEBERG COUNTY,137904,SANTA GERTRUDIS ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,38
2023-2024,2,KLEBERG COUNTY,137904,SANTA GERTRUDIS ISD,TRADITIONAL ISD/CSD,Kindergarten,39
2023-2024,2,KLEBERG COUNTY,137904,SANTA GERTRUDIS ISD,TRADITIONAL ISD/CSD,Grade 1,40
2023-2024,2,KLEBERG COUNTY,137904,SANTA GERTRUDIS ISD,TRADITIONAL ISD/CSD,Grade 2,40
2023-2024,2,KLEBERG COUNTY,137904,SANTA GERTRUDIS ISD,TRADITIONAL ISD/CSD,Grade 3,41
2023-2024,2,KLEBERG COUNTY,137904,SANTA GERTRUDIS ISD,TRADITIONAL ISD/CSD,Grade 4,40
2023-2024,2,KLEBERG COUNTY,137904,SANTA GERTRUDIS ISD,TRADITIONAL ISD/CSD,Grade 5,39
2023-2024,2,KLEBERG COUNTY,137904,SANTA GERTRUDIS ISD,TRADITIONAL ISD/CSD,Grade 6,50
2023-2024,2,KLEBERG COUNTY,137904,SANTA GERTRUDIS ISD,TRADITIONAL ISD/CSD,Grade 7,48
2023-2024,2,KLEBERG COUNTY,137904,SANTA GERTRUDIS ISD,TRADITIONAL ISD/CSD,Grade 8,51
2023-2024,2,KLEBERG COUNTY,137904,SANTA GERTRUDIS ISD,TRADITIONAL ISD/CSD,Grade 9,99
2023-2024,2,KLEBERG COUNTY,137904,SANTA GERTRUDIS ISD,TRADITIONAL ISD/CSD,Grade 10,110
2023-2024,2,KLEBERG COUNTY,137904,SANTA GERTRUDIS ISD,TRADITIONAL ISD/CSD,Grade 11,89
2023-2024,2,KLEBERG COUNTY,137904,SANTA GERTRUDIS ISD,TRADITIONAL ISD/CSD,Grade 12,85
2023-2024,1,CAMERON COUNTY,31913,SANTA MARIA ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,39
2023-2024,1,CAMERON COUNTY,31913,SANTA MARIA ISD,TRADITIONAL ISD/CSD,Kindergarten,25
2023-2024,1,CAMERON COUNTY,31913,SANTA MARIA ISD,TRADITIONAL ISD/CSD,Grade 1,36
2023-2024,1,CAMERON COUNTY,31913,SANTA MARIA ISD,TRADITIONAL ISD/CSD,Grade 2,33
2023-2024,1,CAMERON COUNTY,31913,SANTA MARIA ISD,TRADITIONAL ISD/CSD,Grade 3,42
2023-2024,1,CAMERON COUNTY,31913,SANTA MARIA ISD,TRADITIONAL ISD/CSD,Grade 4,26
2023-2024,1,CAMERON COUNTY,31913,SANTA MARIA ISD,TRADITIONAL ISD/CSD,Grade 5,32
2023-2024,1,CAMERON COUNTY,31913,SANTA MARIA ISD,TRADITIONAL ISD/CSD,Grade 6,42
2023-2024,1,CAMERON COUNTY,31913,SANTA MARIA ISD,TRADITIONAL ISD/CSD,Grade 7,48
2023-2024,1,CAMERON COUNTY,31913,SANTA MARIA ISD,TRADITIONAL ISD/CSD,Grade 8,31
2023-2024,1,CAMERON COUNTY,31913,SANTA MARIA ISD,TRADITIONAL ISD/CSD,Grade 9,54
2023-2024,1,CAMERON COUNTY,31913,SANTA MARIA ISD,TRADITIONAL ISD/CSD,Grade 10,50
2023-2024,1,CAMERON COUNTY,31913,SANTA MARIA ISD,TRADITIONAL ISD/CSD,Grade 11,40
2023-2024,1,CAMERON COUNTY,31913,SANTA MARIA ISD,TRADITIONAL ISD/CSD,Grade 12,42
2023-2024,1,CAMERON COUNTY,31914,SANTA ROSA ISD,TRADITIONAL ISD/CSD,Pre-kindergarten,73
2023-2024,1,CAMERON COUNTY,31914,SANTA ROSA ISD,TRADITIONAL ISD/CSD,Kindergarten,58
2023-2024,1,CAMERON COUNTY,31914,SANTA ROSA ISD,TRADITIONAL ISD/CSD,Grade 1,48
2023-2024,1,CAMERON COUNTY,31914,SANTA ROSA ISD,TRADITIONAL ISD/CSD,Grade 2,51
2023-2024,1,CAMERON COUNTY,31914,SANTA ROSA ISD,TRADITIONAL ISD/CSD,Grade 3,58
2023-2024,1,CAMERON COUNTY,31914,SANTA ROSA ISD,TRADITIONAL ISD/CSD,Grade 4,53
2023-2024,1,CAMERON COUNTY,31914,SANTA ROSA ISD,TRADITIONAL ISD/CSD,Grade 5,60
2023-2024,1,CAMERON COUNTY,31914,SANTA ROSA ISD,TRADITIONAL ISD/CSD,Grade 6,75
2023-2024,1,CAMERON COUNTY,31914,SANTA ROSA ISD,TRADITIONAL ISD/CSD,Grade 7,75
2023-2024,1,CAMERON COUNTY,31914,SANTA ROSA ISD,TRADITIONAL ISD/CSD,Grade 8,73
2023-2024,1,CAMERON COUNTY,31914,SANTA ROSA ISD,TRADITIONAL ISD/CSD,Grade 9,96
2023-2024,1,CAMERON COUNTY,31914,SANTA ROSA ISD,TRADITIONAL ISD/CSD,Grade 10,61
2023-2024,1,CAMERON COUNTY,31914,SANTA ROSA ISD,TRADITIONAL ISD/CSD,Grade 11,70
2023-2024,1,CAMERON COUNTY,31914,SANTA ROSA ISD,TRADITIONAL ISD/CSD,Grade 12,80
